record_id,bank,location_type,name,zone,address,phone,municipality,province,country,country_code,latitude,longitude,geocoded_address,geocode_query,geocode_quality,coordinate_source,google_maps_coordinate_pattern,google_maps_url,source,source_url
f01386608f55a5ab,Scotiabank,branch,Scotiabank Puerto Plata,Zona Norte,Av. 27 de Feb. No. 9 esq. José F. Peynado,809-586-2170,,,Dominican Republic,DO,19.7934167,-70.6854722,,Scotiabank Puerto Plata,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Puerto+Plata/@19.7934167,-70.6854722,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1efe8d5b78f69:0x2e028f70026d99a9!8m2!3d19.7934167!4d-70.6854722!16s%2Fg%2F11pbgbq4nr?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
943f55eff94e306b,Scotiabank,branch,Scotiabank Santiago Gurabo,Zona Norte,"Av. Salvador Estrella Sadhalá, Plaza Hermanos Haché",809-226-3377,,,Dominican Republic,DO,19.4691389,-70.687,,Scotiabank Santiago Gurabo,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Gurabo/@19.4691389,-70.687,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1c5f49b63ab15:0xedcde7e99f03b56!8m2!3d19.4691389!4d-70.687!16s%2Fg%2F11pbg9l_th?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
6727c80c897d1ebe,Scotiabank,branch,Scotiabank Santiago Center,Zona Norte,Av. Salvador Estrella Sadhalá & Av. Juan Pablo Duarte,809-724-7070,,,Dominican Republic,DO,19.4581125,-70.6861787,,Scotiabank Santiago Center,maps_branch_name,google_maps_browser_url,place_pin_3d4d,https://www.google.com/maps/place/Scotiabank+Santiago+Center/data=!4m7!3m6!1s0x8eb1c5c1ebf23e49:0x31c4e5fc77d9ce18!8m2!3d19.4581125!4d-70.6861787!16s%2Fg%2F11mlygwj2q!19sChIJST7y68HFsY4RGM7Zd_zlxDE?authuser=0&hl=es-419&g_ep=EgoyMDI2MDkyMC4wIJJjKgBIAVAD&rclk=1,scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
a61fa7ea01ec5288,Scotiabank,branch,Scotiabank Santiago Juan Pablo Duarte,Zona Norte,Av. Juan Pablo Duarte No. 164,809-582-7702,,,Dominican Republic,DO,19.4591484,-70.6783752,,Scotiabank Santiago Juan Pablo Duarte,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Juan+Pablo+Duarte/@19.4591484,-70.6783752,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1c5fbf3ee794b:0xffb0d24b69b626b!8m2!3d19.4591484!4d-70.6783752!16s%2Fg%2F11mxbw9tyb?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
83692efc0eced25e,Scotiabank,branch,Scotiabank San Francisco de Macorís,Zona Norte,C/ Castillo No. 38 esq. Colón,809-588-2027,,,Dominican Republic,DO,19.296,-70.2578333,,Scotiabank San Francisco de Macorís,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+San+Francisco+de+Macor%C3%ADs/@19.296,-70.2578333,17z/data=!3m1!4b1!4m6!3m5!1s0x8eae2dc9479015ed:0x67dfa5b33e6d2cd9!8m2!3d19.296!4d-70.2578333!16s%2Fg%2F11mxbvgs1w?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
fce5fafeeb991b1f,Scotiabank,branch,Scotiabank Santiago 27 de Febrero,Zona Norte,"Av. 27 de Feb. esq. C/ Este, Edif. Curiel",809-226-0032,,,Dominican Republic,DO,19.4602017,-70.690185,,Scotiabank Santiago 27 de Febrero,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Santiago+27+de+Febrero/@19.4602017,-70.690185,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1c51ef9a0a531:0x34da718703429062!8m2!3d19.4602017!4d-70.690185!16s%2Fg%2F11pbg9y22f?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
32122c704bf8ab70,Scotiabank,branch,Scotiabank Santiago El Sol,Zona Norte,"C/ El Sol No. 35, Santiago",809-581-1177,,,Dominican Republic,DO,19.4506111,-70.7004167,,Scotiabank Santiago El Sol,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Santiago+El+Sol/@19.4506111,-70.7004167,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1cf9f27c3203b:0xd5c0c7193e168c58!8m2!3d19.4506111!4d-70.7004167!16s%2Fg%2F11pbgc0j4d?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
6507cd26e57e65d7,Scotiabank,branch,Scotiabank Santiago Las Colinas,Zona Norte,"Av. 27 de Feb. No. 130, Las Colinas",809-576-2817,,,Dominican Republic,DO,19.4828889,-70.7192222,,Scotiabank Santiago Las Colinas,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Las+Colinas/@19.4828889,-70.7192222,17z/data=!3m1!4b1!4m6!3m5!1s0x8eb1c70be887abd1:0x230d422f6355f2c5!8m2!3d19.4828889!4d-70.7192222!16s%2Fg%2F11r3_j1mtp?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
d7129b062835b260,Scotiabank,branch,Scotiabank Azua,Zona Sur,C/ Emilio Prud Homme 29,809-521-2592,,,Dominican Republic,DO,18.4531117,-70.7360628,,Scotiabank Azua,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Azua/@18.4531117,-70.7360628,17z/data=!3m1!4b1!4m6!3m5!1s0x8ebaa3e3e9bf7305:0xa85a0fc486be4247!8m2!3d18.4531117!4d-70.7360628!16s%2Fg%2F11c67v3jv1?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
cbad4b0e39d46c0d,Scotiabank,branch,Scotiabank Bravo Baní,Zona Sur,Carretera Sánchez esq. Alejandro Acosta,809-522-3839,,,Dominican Republic,DO,18.2794734,-70.3245533,,Scotiabank Bravo Baní,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+Bravo+-+Ban%C3%AD/@18.2794734,-70.3245533,17z/data=!3m1!4b1!4m6!3m5!1s0x8ea54ff31a430989:0xf5b1ab0ddc81b5d1!8m2!3d18.2794734!4d-70.3245533!16s%2Fg%2F11mxbx5t3n?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
9045d833e7b92626,Scotiabank,branch,Scotiabank San Cristóbal,Zona Sur,Av. Constitución No. 122,809-528-2230,,,Dominican Republic,DO,18.4164167,-70.1110278,,Scotiabank San Cristóbal,maps_branch_name,google_maps_browser_url,place_pin_3d4d,"https://www.google.com/maps/place/Scotiabank+San+Crist%C3%B3bal/@18.4164167,-70.1110278,17z/data=!3m1!4b1!4m6!3m5!1s0x8ea55f12e7e3791b:0xf13cd081ef9b3b33!8m2!3d18.4164167!4d-70.1110278!16s%2Fg%2F11mxbxk9lx?entry=ttu&g_ep=EgoyMDI2MDkyMC4wIKXMDSoASAFQAw%3D%3D",scotiabank_official,https://do.scotiabank.com/acerca-de-scotiabank/conectate-con-scotia/sucursales-y-atms.html
